Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C05720,Candidate_5720,30,Female,Pune,B.Sc,5,"Docker, Python, Git, CV, Scikit-learn, SQL, NumPy, TensorFlow, Pandas, MLflow, NLP, PyTorch",10,AWS CCP,ML Engineer with 5 years of experience.,ML Engineer
C00934,Candidate_934,22,Female,Mumbai,BCA,2,"TypeScript, Redux, CSS, REST, Git, Bootstrap, Next.js, HTML, React, Vite, Tailwind, JavaScript",10,Power BI,Front End Developer with 2 years of experience.,Front End Developer
C06325,Candidate_6325,39,Male,Delhi,BCA,13,"Python, SQL, Pandas, NumPy, TensorFlow, PyTorch, Scikit-learn, CV",5,TensorFlow,ML Engineer with 13 years of experience.,ML Engineer
C03991,Candidate_3991,34,Female,Chennai,B.Tech,2,"Networking, Azure, Kubernetes, Jenkins, AWS, Linux, Terraform, GCP, CI/CD, Ansible",6,Meta,Cloud Engineer with 2 years of experience.,Cloud Engineer
C09883,Candidate_9883,22,Female,Mumbai,B.Tech,5,"Copywriting, Keyword Research, Social Media, Google Ads, SEO, Meta Ads, Email Marketing, Content Marketing, WordPress",8,Oracle Java,Digital Marketing with 5 years of experience.,Data Analyst
C06363,Candidate_6363,33,Male,Delhi,B.Sc,0,"Scikit-learn, Pandas, NumPy, Git, TensorFlow, SQL, Docker, CV, PyTorch, NLP, Python",6,Power BI,ML Engineer with 0 years of experience.,ML Engineer
C09963,Candidate_9963,24,Female,Bengaluru,BCA,7,"SEO, Meta Ads, Keyword Research, WordPress, Analytics, Canva, Content Marketing, Google Ads, Copywriting, Social Media, SEM",5,Oracle Java,Digital Marketing with 7 years of experience.,Digital Marketing
C05401,Candidate_5401,31,Female,Mumbai,B.Sc,14,"Pandas, NLP, Python, Scikit-learn, Docker, NumPy, PyTorch, CV, TensorFlow, Git, SQL, MLflow",3,AWS CCP,ML Engineer with 14 years of experience.,ML Engineer
C08626,Candidate_8626,37,Male,Bengaluru,BCA,6,"Prototyping, UI, Wireframing, Canva, Adobe XD, Illustrator, Figma, UX",7,Oracle Java,Designer with 6 years of experience.,Designer
C00494,Candidate_494,26,Male,Delhi,BCA,4,"Redux, React, Vite, Next.js, HTML, TypeScript, CSS, Tailwind, Git, Bootstrap, JavaScript, REST",4,Meta,Front End Developer with 4 years of experience.,Front End Developer
C10210,Candidate_10210,40,Male,Bengaluru,B.Sc,3,"Email Marketing, Social Media, SEM, Meta Ads, Analytics, Canva, Keyword Research, Copywriting, SEO, Google Ads, After Effects",2,Meta,Digital Marketing with 3 years of experience.,Digital Marketing
C00802,Candidate_802,29,Male,Mumbai,M.Tech,6,"Git, TypeScript, Redux, HTML, Bootstrap, REST, React, CSS",2,TensorFlow,Front End Developer with 6 years of experience.,Front End Developer
C10066,Candidate_10066,21,Male,Delhi,B.Tech,1,"Email Marketing, Social Media, Keyword Research, SEO, Meta Ads, WordPress, Content Marketing, Copywriting",8,Oracle Java,Digital Marketing with 1 years of experience.,Digital Marketing
C04984,Candidate_4984,22,Male,Pune,B.Tech,2,"AWS, CI/CD, Linux, Azure, Networking, Terraform, Kubernetes, Ansible, Jenkins, NLP, Pandas",1,Oracle Java,Cloud Engineer with 2 years of experience.,Cloud Engineer
C07322,Candidate_7322,34,Male,Kochi,MCA,6,"Conflict Resolution, Employee Relations, Payroll, Compliance, Leadership, Training, ATS, Excel, Recruitment, SEO, Keyword Research",5,Azure AZ-900,HR Manager with 6 years of experience.,HR Manager
C05912,Candidate_5912,35,Male,Chennai,MCA,11,"TensorFlow, PyTorch, Git, Docker, Python, Scikit-learn, CV, NumPy, SQL",6,Power BI,ML Engineer with 11 years of experience.,ML Engineer
C01425,Candidate_1425,37,Female,Chennai,BCA,12,"Git, FastAPI, PostgreSQL, Flask, MongoDB, Python, MySQL, JWT, Django, Docker",7,AWS CCP,Backend Developer with 12 years of experience.,Backend Developer
C05669,Candidate_5669,35,Male,Hyderabad,BCA,2,"Docker, SQL, PyTorch, MLflow, Python, TensorFlow, Scikit-learn, Git",2,Oracle Java,ML Engineer with 2 years of experience.,ML Engineer
C02409,Candidate_2409,36,Female,Delhi,MCA,3,"Python, MySQL, MongoDB, Linux, JWT, FastAPI, Flask, Django, PostgreSQL",10,TensorFlow,Backend Developer with 3 years of experience.,Backend Developer
C02553,Candidate_2553,22,Female,Delhi,B.Sc,0,"FastAPI, REST, Linux, MySQL, Flask, JWT, Git, Django, Docker, PostgreSQL, AWS, Azure",5,Oracle Java,Backend Developer with 0 years of experience.,Backend Developer
C09860,Candidate_9860,39,Female,Kochi,BCA,14,"SEM, Content Marketing, Social Media, Keyword Research, Google Ads, WordPress, SEO, Meta Ads, Canva",7,Azure AZ-900,Digital Marketing with 14 years of experience.,Digital Marketing
C04450,Candidate_4450,29,Female,Pune,B.Sc,11,"Terraform, Azure, Jenkins, Docker, Networking, Ansible, GCP, Kubernetes, AWS, Python, Linux, CI/CD",8,Oracle Java,Cloud Engineer with 11 years of experience.,Cloud Engineer
C08737,Candidate_8737,25,Female,Delhi,MCA,15,"Adobe XD, Illustrator, Color Theory, Figma, Photoshop, UI, Typography, Canva, UX",1,Meta,Designer with 15 years of experience.,Designer
C07569,Candidate_7569,32,Male,Hyderabad,B.Sc,8,"Excel, Compliance, Onboarding, Leadership, Recruitment, ATS, Employee Relations, Conflict Resolution, Training, Payroll, Communication",7,Meta,HR Manager with 8 years of experience.,Digital Marketing
C00629,Candidate_629,23,Male,Chennai,M.Tech,15,"Next.js, Tailwind, Bootstrap, TypeScript, Git, CSS, HTML, Vite, Redux, JavaScript, Photoshop",1,Google DA,Front End Developer with 15 years of experience.,Front End Developer
C04189,Candidate_4189,27,Female,Chennai,B.Tech,4,"Azure, Linux, Terraform, Networking, Jenkins, Kubernetes, AWS, Docker, Python",7,Oracle Java,Cloud Engineer with 4 years of experience.,Cloud Engineer
C03101,Candidate_3101,34,Male,Bengaluru,M.Tech,6,"DAX, Tableau, Power BI, Excel, Pandas, NumPy, SQL, Seaborn",3,Power BI,Data Analyst with 6 years of experience.,Data Analyst
C01907,Candidate_1907,40,Male,Pune,MCA,7,"FastAPI, Git, Flask, Python, Docker, Django, REST, MySQL, PostgreSQL, MongoDB, JWT, Linux",5,Oracle Java,Backend Developer with 7 years of experience.,Backend Developer
C09770,Candidate_9770,33,Female,Hyderabad,B.Tech,7,"Content Marketing, SEO, Social Media, Meta Ads, Email Marketing, SEM, Copywriting, Google Ads",4,Meta,Digital Marketing with 7 years of experience.,Digital Marketing
C08721,Candidate_8721,40,Male,Chennai,BCA,10,"UX, Illustrator, Figma, Typography, Prototyping, After Effects, Color Theory, UI, Photoshop, Wireframing, REST",8,Meta,Designer with 10 years of experience.,Designer
C03799,Candidate_3799,25,Male,Kochi,MCA,7,"DAX, Pandas, Excel, Python, Tableau, NumPy, SQL, ETL, Matplotlib, Email Marketing",9,Oracle Java,Data Analyst with 7 years of experience.,Digital Marketing
C02281,Candidate_2281,40,Male,Chennai,MCA,1,"Docker, Git, MySQL, Flask, PostgreSQL, MongoDB, JWT, FastAPI, REST, Linux, Python",5,Azure AZ-900,Backend Developer with 1 years of experience.,Backend Developer
C05634,Candidate_5634,39,Male,Mumbai,M.Tech,14,"TensorFlow, CV, Git, Scikit-learn, PyTorch, Python, Pandas, Docker, NumPy, NLP",9,Oracle Java,ML Engineer with 14 years of experience.,ML Engineer
C10270,Candidate_10270,39,Male,Delhi,M.Tech,3,"Copywriting, Email Marketing, Canva, Keyword Research, Google Ads, Content Marketing, Analytics, SEO, Social Media, WordPress",10,Power BI,Digital Marketing with 3 years of experience.,Digital Marketing
C08216,Candidate_8216,39,Female,Chennai,MCA,8,"Color Theory, Wireframing, Photoshop, UX, Illustrator, Adobe XD, UI, Prototyping, Typography, Canva, After Effects",4,Meta,Designer with 8 years of experience.,Designer
C02278,Candidate_2278,33,Male,Chennai,M.Tech,2,"JWT, Python, Django, Linux, MySQL, MongoDB, Flask, PostgreSQL, REST, Docker",6,Meta,Backend Developer with 2 years of experience.,Backend Developer
C07227,Candidate_7227,38,Female,Delhi,MCA,0,"Onboarding, Recruitment, Payroll, Conflict Resolution, Training, HRMS, ATS, Leadership, Compliance, Excel, Employee Relations",4,Google DA,HR Manager with 0 years of experience.,HR Manager
C00991,Candidate_991,28,Male,Kochi,MCA,14,"JavaScript, Vite, CSS, Bootstrap, Git, HTML, Tailwind, REST, TypeScript, Redux",10,Oracle Java,Front End Developer with 14 years of experience.,Front End Developer
C01164,Candidate_1164,27,Female,Bengaluru,M.Tech,12,"Bootstrap, CSS, JavaScript, TypeScript, Tailwind, Next.js, React, REST, Git, HTML, Redux, Vite",5,Google DA,Front End Developer with 12 years of experience.,Front End Developer
C01793,Candidate_1793,30,Male,Delhi,M.Tech,9,"Flask, Django, JWT, REST, Git, FastAPI, PostgreSQL, Docker",1,Meta,Backend Developer with 9 years of experience.,Backend Developer
C02432,Candidate_2432,30,Male,Kochi,M.Tech,6,"REST, Docker, Git, MongoDB, JWT, PostgreSQL, FastAPI, Flask, Linux, Django",5,Azure AZ-900,Backend Developer with 6 years of experience.,Backend Developer
C03131,Candidate_3131,30,Male,Hyderabad,BCA,6,"NumPy, Power BI, DAX, Python, SQL, Seaborn, ETL, Tableau",1,Meta,Data Analyst with 6 years of experience.,Data Analyst
C01759,Candidate_1759,25,Male,Pune,B.Sc,13,"Django, Docker, PostgreSQL, MongoDB, Git, REST, MySQL, Linux, JWT, Python, Flask, FastAPI",10,Meta,Backend Developer with 13 years of experience.,Backend Developer
C10472,Candidate_10472,39,Male,Pune,B.Tech,13,"WordPress, Social Media, Canva, Email Marketing, Meta Ads, SEO, Copywriting, Content Marketing, Analytics, Keyword Research, SEM, Google Ads",10,TensorFlow,Digital Marketing with 13 years of experience.,Digital Marketing
C04231,Candidate_4231,28,Male,Chennai,MCA,10,"AWS, Kubernetes, Ansible, Networking, Docker, CI/CD, Azure, Jenkins",6,AWS CCP,Cloud Engineer with 10 years of experience.,Cloud Engineer
C07738,Candidate_7738,22,Male,Hyderabad,B.Sc,7,"Payroll, Training, Recruitment, Employee Relations, Conflict Resolution, Onboarding, Compliance, Excel, Communication, Leadership, Content Marketing",10,TensorFlow,HR Manager with 7 years of experience.,HR Manager
C06882,Candidate_6882,34,Male,Delhi,BCA,13,"Excel, Compliance, Communication, Conflict Resolution, HRMS, Payroll, Employee Relations, Leadership, Recruitment, Onboarding",3,Meta,HR Manager with 13 years of experience.,HR Manager
C07392,Candidate_7392,28,Male,Pune,M.Tech,13,"Employee Relations, ATS, HRMS, Conflict Resolution, Training, Compliance, Excel, Leadership, Onboarding, Payroll, Recruitment",2,Google DA,HR Manager with 13 years of experience.,HR Manager
C05332,Candidate_5332,22,Female,Delhi,M.Tech,7,"NLP, MLflow, Pandas, Python, Git, SQL, NumPy, PyTorch, CV",6,Power BI,ML Engineer with 7 years of experience.,ML Engineer
C10435,Candidate_10435,23,Male,Pune,BCA,6,"Copywriting, Canva, WordPress, Social Media, Content Marketing, Email Marketing, Meta Ads, SEO, Keyword Research, Analytics, Google Ads",5,AWS CCP,Digital Marketing with 6 years of experience.,Digital Marketing
C02302,Candidate_2302,26,Male,Bengaluru,B.Tech,6,"REST, PostgreSQL, Python, JWT, MySQL, Flask, FastAPI, MongoDB, Docker, Git",1,TensorFlow,Backend Developer with 6 years of experience.,Backend Developer
C10024,Candidate_10024,34,Male,Chennai,MCA,7,"WordPress, SEO, SEM, Analytics, Keyword Research, Social Media, Meta Ads, NumPy",8,TensorFlow,Digital Marketing with 7 years of experience.,Digital Marketing
C01932,Candidate_1932,40,Female,Mumbai,BCA,11,"Docker, FastAPI, MySQL, Python, JWT, Linux, Git, MongoDB, PostgreSQL",8,Power BI,Backend Developer with 11 years of experience.,Backend Developer
C05418,Candidate_5418,33,Male,Kochi,M.Tech,4,"Scikit-learn, NLP, Pandas, MLflow, CV, Docker, Python, PyTorch",1,Oracle Java,ML Engineer with 4 years of experience.,ML Engineer
C05952,Candidate_5952,25,Female,Pune,B.Sc,11,"Docker, NLP, NumPy, TensorFlow, Pandas, SQL, PyTorch, Python, Scikit-learn, CV, MLflow, Git",8,Oracle Java,ML Engineer with 11 years of experience.,ML Engineer
C04150,Candidate_4150,30,Male,Mumbai,B.Sc,0,"Linux, AWS, Terraform, Azure, Kubernetes, Ansible, GCP, Docker, Python",1,Google DA,Cloud Engineer with 0 years of experience.,Cloud Engineer
C06372,Candidate_6372,37,Male,Pune,M.Tech,13,"Docker, MLflow, Python, Scikit-learn, CV, Git, PyTorch, TensorFlow, NumPy, Tableau",4,AWS CCP,ML Engineer with 13 years of experience.,ML Engineer
C04987,Candidate_4987,40,Female,Kochi,M.Tech,7,"GCP, Docker, Jenkins, Ansible, Python, Networking, Linux, Azure, AWS, Terraform, CI/CD, Kubernetes",4,AWS CCP,Cloud Engineer with 7 years of experience.,Cloud Engineer
C06584,Candidate_6584,24,Male,Delhi,B.Sc,7,"Communication, Training, Compliance, Leadership, HRMS, ATS, Onboarding, Excel, Payroll, Employee Relations, Recruitment",1,TensorFlow,HR Manager with 7 years of experience.,Data Analyst
C09940,Candidate_9940,34,Female,Pune,M.Tech,1,"WordPress, Keyword Research, Email Marketing, Meta Ads, Content Marketing, SEM, Social Media, Analytics, Copywriting, Canva",10,Meta,Digital Marketing with 1 years of experience.,Digital Marketing
C08922,Candidate_8922,22,Male,Bengaluru,BCA,5,"Photoshop, Figma, UX, Canva, Typography, Adobe XD, Color Theory, UI, Illustrator, Prototyping, After Effects, Wireframing",1,Google DA,Designer with 5 years of experience.,Designer
C09463,Candidate_9463,29,Female,Hyderabad,B.Sc,3,"Copywriting, Canva, Meta Ads, Google Ads, Email Marketing, Keyword Research, Social Media, Content Marketing, SQL, NumPy",8,Meta,Digital Marketing with 3 years of experience.,Digital Marketing
C07697,Candidate_7697,27,Male,Bengaluru,B.Tech,5,"Excel, Training, Compliance, Employee Relations, Payroll, Conflict Resolution, ATS, Power BI",2,Oracle Java,HR Manager with 5 years of experience.,HR Manager
C04792,Candidate_4792,29,Male,Pune,B.Tech,13,"Docker, Kubernetes, GCP, Azure, Jenkins, AWS, CI/CD, Networking, Linux, Terraform, Python, Ansible",8,Power BI,Cloud Engineer with 13 years of experience.,Cloud Engineer
C06395,Candidate_6395,24,Female,Pune,MCA,11,"Scikit-learn, CV, Docker, Pandas, SQL, NLP, PyTorch, MLflow, NumPy, Python, TensorFlow, Git",3,AWS CCP,ML Engineer with 11 years of experience.,ML Engineer
C08761,Candidate_8761,34,Male,Hyderabad,M.Tech,1,"Illustrator, UI, Photoshop, UX, Canva, Wireframing, Adobe XD, Color Theory, After Effects, Figma, Prototyping, Typography",5,Oracle Java,Designer with 1 years of experience.,Designer
C10184,Candidate_10184,34,Male,Kochi,B.Tech,12,"WordPress, Analytics, Google Ads, Content Marketing, SEO, Social Media, SEM, Canva, Meta Ads, Keyword Research, Copywriting, Email Marketing",7,Oracle Java,Digital Marketing with 12 years of experience.,Digital Marketing
C02037,Candidate_2037,29,Female,Chennai,B.Sc,9,"FastAPI, JWT, PostgreSQL, Git, Docker, REST, MongoDB, Flask, Python, Linux, Django, MySQL",5,TensorFlow,Backend Developer with 9 years of experience.,Backend Developer
C05191,Candidate_5191,33,Female,Mumbai,B.Sc,8,"Networking, GCP, Python, Terraform, Ansible, Jenkins, Linux, Kubernetes, Docker, AWS, Azure, CI/CD",3,TensorFlow,Cloud Engineer with 8 years of experience.,Cloud Engineer
C02788,Candidate_2788,30,Female,Delhi,B.Tech,7,"ETL, Excel, Tableau, NumPy, Seaborn, Python, Statistics, Power BI, SQL",5,Oracle Java,Data Analyst with 7 years of experience.,Data Analyst
C06890,Candidate_6890,40,Male,Hyderabad,M.Tech,7,"Conflict Resolution, Payroll, HRMS, Excel, Training, Recruitment, Communication, ATS",3,TensorFlow,HR Manager with 7 years of experience.,HR Manager
C01333,Candidate_1333,33,Male,Mumbai,B.Tech,1,"Docker, REST, Flask, PostgreSQL, MySQL, FastAPI, Git, JWT",4,TensorFlow,Backend Developer with 1 years of experience.,Backend Developer
C00004,Candidate_4,38,Female,Bengaluru,B.Sc,8,"Redux, Tailwind, TypeScript, Vite, REST, Bootstrap, HTML, CSS, React",1,Azure AZ-900,Front End Developer with 8 years of experience.,Front End Developer
C09724,Candidate_9724,25,Male,Mumbai,BCA,3,"Email Marketing, WordPress, Canva, Google Ads, Keyword Research, Meta Ads, SEM, Analytics, Content Marketing, Social Media, Copywriting, SEO",8,Meta,Digital Marketing with 3 years of experience.,Digital Marketing
C06958,Candidate_6958,40,Male,Kochi,MCA,12,"ATS, Conflict Resolution, Employee Relations, Compliance, Leadership, Recruitment, Payroll, HRMS, Onboarding, Training, Excel, Statistics",3,Meta,HR Manager with 12 years of experience.,HR Manager
C02050,Candidate_2050,22,Female,Kochi,M.Tech,9,"PostgreSQL, REST, JWT, Docker, MongoDB, Linux, MySQL, Django, Python, Flask, FastAPI",3,Azure AZ-900,Backend Developer with 9 years of experience.,Backend Developer
C03166,Candidate_3166,34,Female,Mumbai,B.Tech,2,"Pandas, Tableau, Matplotlib, SQL, DAX, Statistics, ETL, Python, Excel, Seaborn, NumPy",4,Oracle Java,Data Analyst with 2 years of experience.,Data Analyst
C04426,Candidate_4426,21,Male,Delhi,M.Tech,0,"GCP, Python, Jenkins, AWS, CI/CD, Ansible, Linux, Networking, Terraform",3,Oracle Java,Cloud Engineer with 0 years of experience.,Cloud Engineer
C05106,Candidate_5106,40,Female,Mumbai,MCA,9,"Python, CI/CD, Linux, Networking, Docker, Kubernetes, Azure, Jenkins, AWS",1,Google DA,Cloud Engineer with 9 years of experience.,Cloud Engineer
C01921,Candidate_1921,26,Female,Mumbai,M.Tech,5,"Python, Linux, MySQL, FastAPI, Docker, Flask, JWT, MongoDB, PostgreSQL, Django, REST, Jenkins",5,Azure AZ-900,Backend Developer with 5 years of experience.,Backend Developer
C00212,Candidate_212,33,Female,Mumbai,MCA,7,"Tailwind, CSS, TypeScript, Bootstrap, Redux, REST, JavaScript, React, Next.js",7,Meta,Front End Developer with 7 years of experience.,Front End Developer
C08796,Candidate_8796,39,Female,Delhi,M.Tech,3,"UI, UX, Color Theory, Illustrator, Canva, Adobe XD, Figma, Wireframing, Prototyping, Photoshop",8,Meta,Designer with 3 years of experience.,Designer
C04176,Candidate_4176,34,Female,Hyderabad,B.Sc,1,"Terraform, Docker, AWS, Networking, CI/CD, Linux, Python, Jenkins, Azure, Ansible",9,AWS CCP,Cloud Engineer with 1 years of experience.,Cloud Engineer
C03439,Candidate_3439,32,Female,Mumbai,MCA,8,"ETL, Pandas, DAX, Python, SQL, Seaborn, Power BI, Matplotlib, Tableau, NumPy, Statistics",1,Oracle Java,Data Analyst with 8 years of experience.,Data Analyst
C00591,Candidate_591,24,Male,Delhi,BCA,9,"TypeScript, Next.js, Git, CSS, Bootstrap, HTML, Vite, Redux, Tailwind, React",3,Google DA,Front End Developer with 9 years of experience.,Front End Developer
C05756,Candidate_5756,26,Male,Chennai,B.Tech,9,"Git, PyTorch, Scikit-learn, NLP, TensorFlow, Docker, Python, SQL, MLflow",6,Oracle Java,ML Engineer with 9 years of experience.,ML Engineer
C10400,Candidate_10400,27,Male,Chennai,MCA,8,"WordPress, Keyword Research, Social Media, Analytics, Canva, Email Marketing, Content Marketing, SEO, Copywriting",9,AWS CCP,Digital Marketing with 8 years of experience.,Digital Marketing
C10163,Candidate_10163,21,Female,Mumbai,M.Tech,15,"Google Ads, Content Marketing, Keyword Research, Social Media, Canva, Analytics, SEO, WordPress, Meta Ads, Email Marketing, SEM, Copywriting",1,Azure AZ-900,Digital Marketing with 15 years of experience.,Digital Marketing
C09220,Candidate_9220,35,Male,Chennai,M.Tech,8,"Analytics, Social Media, Keyword Research, Email Marketing, Google Ads, SEO, Meta Ads, Copywriting, Content Marketing, Canva, WordPress, NumPy",9,TensorFlow,Digital Marketing with 8 years of experience.,Designer
C09254,Candidate_9254,36,Male,Hyderabad,B.Tech,1,"SEM, Social Media, Keyword Research, Google Ads, SEO, Content Marketing, WordPress, Pandas",5,Azure AZ-900,Digital Marketing with 1 years of experience.,Digital Marketing
C06572,Candidate_6572,32,Male,Pune,B.Tech,1,"Excel, Recruitment, HRMS, Employee Relations, ATS, Payroll, Onboarding, Communication, Conflict Resolution, Leadership, Training, Compliance",8,AWS CCP,HR Manager with 1 years of experience.,HR Manager
C04940,Candidate_4940,28,Female,Kochi,BCA,12,"GCP, Ansible, CI/CD, Networking, Linux, Kubernetes, Jenkins, Docker, Azure",5,Power BI,Cloud Engineer with 12 years of experience.,Cloud Engineer
C03068,Candidate_3068,27,Female,Mumbai,B.Sc,15,"Power BI, Excel, Pandas, Python, Statistics, Tableau, NumPy, Seaborn, Matplotlib, SQL, DAX, ETL",3,Oracle Java,Data Analyst with 15 years of experience.,Data Analyst
C01813,Candidate_1813,25,Female,Mumbai,M.Tech,13,"PostgreSQL, MongoDB, Django, Flask, REST, Git, MySQL, FastAPI, Linux, JWT, Python, Docker",8,Azure AZ-900,Backend Developer with 13 years of experience.,Backend Developer
C09607,Candidate_9607,39,Female,Chennai,BCA,2,"Meta Ads, SEO, Keyword Research, Content Marketing, WordPress, Google Ads, Analytics, Canva",5,TensorFlow,Digital Marketing with 2 years of experience.,Digital Marketing
C04124,Candidate_4124,34,Male,Kochi,BCA,5,"Python, Azure, CI/CD, Linux, Jenkins, Networking, GCP, AWS",7,Power BI,Cloud Engineer with 5 years of experience.,Cloud Engineer
C08061,Candidate_8061,24,Female,Hyderabad,BCA,5,"Adobe XD, Prototyping, Typography, Figma, Wireframing, After Effects, Canva, Color Theory, UI, Photoshop, Illustrator",10,Meta,Designer with 5 years of experience.,Front End Developer
C05077,Candidate_5077,38,Male,Delhi,B.Sc,4,"Docker, Python, Ansible, Kubernetes, Jenkins, Terraform, GCP, Azure, Linux",1,TensorFlow,Cloud Engineer with 4 years of experience.,Cloud Engineer
C00902,Candidate_902,36,Male,Bengaluru,BCA,9,"Bootstrap, CSS, Git, React, Tailwind, HTML, Typography, UX",5,Meta,Front End Developer with 9 years of experience.,Front End Developer
C03088,Candidate_3088,38,Male,Chennai,MCA,7,"Matplotlib, NumPy, SQL, DAX, Seaborn, ETL, Git, CV",1,Power BI,Data Analyst with 7 years of experience.,Data Analyst
C08500,Candidate_8500,25,Male,Bengaluru,M.Tech,12,"After Effects, Photoshop, Wireframing, Prototyping, Illustrator, Adobe XD, Typography, Color Theory, Figma, Canva",5,TensorFlow,Designer with 12 years of experience.,Designer
C00021,Candidate_21,31,Male,Hyderabad,M.Tech,8,"React, JavaScript, CSS, Vite, Git, Bootstrap, REST, Redux",10,Azure AZ-900,Front End Developer with 8 years of experience.,Front End Developer
C03648,Candidate_3648,39,Male,Delhi,BCA,4,"Excel, SQL, Python, NumPy, Power BI, Pandas, Seaborn, ETL, Tableau, Statistics, Matplotlib",4,Meta,Data Analyst with 4 years of experience.,Data Analyst
C05135,Candidate_5135,25,Female,Chennai,M.Tech,3,"GCP, Python, Linux, Kubernetes, AWS, Docker, Terraform, CI/CD",9,Google DA,Cloud Engineer with 3 years of experience.,ML Engineer
C09063,Candidate_9063,29,Female,Pune,B.Tech,5,"Prototyping, Figma, UX, After Effects, Canva, UI, Adobe XD, Photoshop, Google Ads, Content Marketing",3,Oracle Java,Designer with 5 years of experience.,Designer
C06573,Candidate_6573,22,Male,Mumbai,B.Tech,3,"Excel, ATS, Leadership, Communication, HRMS, Payroll, Training, Conflict Resolution, Compliance, Onboarding, Recruitment",3,Power BI,HR Manager with 3 years of experience.,HR Manager
C10278,Candidate_10278,30,Female,Pune,B.Tech,10,"Social Media, Keyword Research, Analytics, Email Marketing, Copywriting, WordPress, Canva, SEM, SEO, Google Ads",1,Meta,Digital Marketing with 10 years of experience.,Digital Marketing
C07301,Candidate_7301,29,Female,Mumbai,M.Tech,14,"Leadership, Payroll, Employee Relations, Training, HRMS, ATS, Conflict Resolution, Compliance, Onboarding, Recruitment, Communication",10,Meta,HR Manager with 14 years of experience.,HR Manager
C04705,Candidate_4705,34,Male,Kochi,MCA,4,"Docker, AWS, Ansible, Kubernetes, Jenkins, GCP, CI/CD, Python, Terraform, Azure",9,Google DA,Cloud Engineer with 4 years of experience.,Cloud Engineer
C07832,Candidate_7832,26,Male,Bengaluru,MCA,15,"Payroll, Employee Relations, Compliance, Excel, Onboarding, Leadership, HRMS, Recruitment, Conflict Resolution, ATS",6,Meta,HR Manager with 15 years of experience.,HR Manager
C00833,Candidate_833,32,Male,Delhi,BCA,9,"CSS, TypeScript, Next.js, Vite, JavaScript, Redux, Git, Tailwind, HTML",3,Meta,Front End Developer with 9 years of experience.,Front End Developer
C03408,Candidate_3408,36,Female,Kochi,MCA,14,"ETL, Statistics, DAX, Pandas, Tableau, NumPy, Matplotlib, Python, Excel, Seaborn, Power BI",6,Oracle Java,Data Analyst with 14 years of experience.,Data Analyst
C07287,Candidate_7287,36,Male,Kochi,B.Tech,2,"ATS, Training, Employee Relations, Communication, Payroll, Onboarding, Excel, Compliance, HRMS, Recruitment",1,Azure AZ-900,HR Manager with 2 years of experience.,HR Manager
C07094,Candidate_7094,37,Female,Chennai,M.Tech,3,"Employee Relations, Onboarding, ATS, Conflict Resolution, Training, HRMS, Excel, Meta Ads",1,Power BI,HR Manager with 3 years of experience.,HR Manager
C10034,Candidate_10034,26,Male,Kochi,BCA,13,"Email Marketing, Content Marketing, SEM, Social Media, WordPress, Google Ads, Canva, Copywriting, Meta Ads, Keyword Research",4,TensorFlow,Digital Marketing with 13 years of experience.,Digital Marketing
C03627,Candidate_3627,39,Male,Mumbai,BCA,1,"NumPy, ETL, Power BI, SQL, Matplotlib, Python, Seaborn, Excel, Tableau",6,Power BI,Data Analyst with 1 years of experience.,Data Analyst
C01619,Candidate_1619,22,Male,Hyderabad,B.Tech,6,"Django, PostgreSQL, Docker, MongoDB, REST, Linux, Flask, Git",10,Power BI,Backend Developer with 6 years of experience.,Backend Developer
C00978,Candidate_978,31,Male,Kochi,B.Sc,3,"Next.js, Tailwind, Bootstrap, Redux, CSS, JavaScript, TypeScript, HTML, Vite, Git, REST",10,Oracle Java,Front End Developer with 3 years of experience.,Front End Developer
C04209,Candidate_4209,35,Female,Kochi,MCA,0,"AWS, Networking, Kubernetes, GCP, Python, Linux, Jenkins, Azure",4,Meta,Cloud Engineer with 0 years of experience.,Cloud Engineer
C05038,Candidate_5038,36,Female,Mumbai,MCA,4,"Azure, Docker, GCP, AWS, Networking, Kubernetes, CI/CD, Ansible, Linux, Terraform",4,TensorFlow,Cloud Engineer with 4 years of experience.,Cloud Engineer
C03327,Candidate_3327,34,Female,Mumbai,M.Tech,6,"SQL, DAX, Matplotlib, NumPy, Pandas, Python, Seaborn, Statistics, ETL, Power BI, Excel, Tableau",5,Power BI,Data Analyst with 6 years of experience.,Data Analyst
C08048,Candidate_8048,31,Female,Chennai,M.Tech,10,"After Effects, Wireframing, Color Theory, Adobe XD, UX, Prototyping, Photoshop, Figma, Canva, Illustrator",3,Oracle Java,Designer with 10 years of experience.,Designer
C06174,Candidate_6174,22,Male,Delhi,B.Tech,0,"Pandas, NumPy, MLflow, NLP, Git, PyTorch, Python, Docker, SQL",2,AWS CCP,ML Engineer with 0 years of experience.,ML Engineer
C00191,Candidate_191,21,Female,Hyderabad,MCA,12,"Redux, Bootstrap, Tailwind, Vite, TypeScript, HTML, React, JavaScript, Git, Next.js, CSS, REST",5,Oracle Java,Front End Developer with 12 years of experience.,Front End Developer
